id,chessboard
WGW6TA24,1k6/5R2/PP6/2K5/2P5/6P1/8/7r w - - 3 58
AfKwADa8,r5k1/p1p3pp/1p6/8/4r1P1/7q/PPP5/3R1RK1 w - - 0 22
nXApO24Z,8/7k/1R3rp1/p1P4p/8/1P3N2/P4PPP/2R3K1 w - - 0 37
ZXXVCrPu,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1
rj36zvil,rnbqk1nr/pppp1ppp/4p3/8/1b1PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3
YICcBw5g,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
4QJCulfH,r5k1/pp4pp/3p1n2/2pPq3/6r1/P1N3RP/1P5K/4R1Q1 w - - 12 27
1HV7Ecyz,2rq4/1b1n1pk1/p3p1p1/1p1pPnN1/3P1PNr/1B5Q/PP4P1/R2R2K1 w - - 0 29
Fzp2v8FY,r4rk1/1bp2pp1/pb2p3/1p1qn1NQ/1P1PBP2/P3P3/3B1P1P/R4RK1 w - - 5 20
uOE0qPQE,8/pppk2pp/4p3/8/4P3/3nNPP1/PP3K1P/8 w - - 1 26
DyFwBZXu,8/ppp2p1p/4kNp1/4Pb2/3q1Q2/1P5P/P1P3P1/1K6 w - - 11 28
w0hLdtHv,r1b2bnr/p1B1pQpp/7k/4npN1/1p5P/8/PPP1BPP1/R4RK1 w - - 5 18
dyPfmZqn,8/1p6/2p4p/7P/5kP1/5p2/8/5K2 w - - 2 53
pjDb6GvB,7B/p4b2/8/1p1k1p2/4pPp1/2P2nP1/8/3K4 w - - 5 42
qOoK0Ki8,8/5Q2/1p4pk/p1p5/P6P/1P4K1/4q3/8 w - - 16 66
TuH1ks23,8/8/8/8/8/6k1/4K2p/8 w - - 0 61
zZhq1R8u,r4rk1/4q2p/p5p1/2pP1p2/3bp3/B7/P1B2PPP/1R1Q1RK1 w - - 2 24
me3pUa2i,4r3/1q2ppkp/3p2p1/1p1P4/1P6/RP3nP1/2PQ1B1P/6K1 w - - 0 25
ux0HILfp,r4r2/ppp4k/2bp2n1/8/4qp2/2P1N3/PP4PP/5RK1 w - - 0 27
qwjHGiIz,8/7p/1p2kp2/5N2/P7/7P/1p1n2K1/5R2 w - - 6 42
DMLyB5io,Q7/8/2p5/1pP5/3P4/1k3P2/4K3/8 w - - 3 54
cLmYAUEi,3krb2/pp1bn1p1/1q2pnp1/3pN1B1/8/3B3Q/PP3PPP/2R2RK1 w - - 13 20
c3MJuzuo,7k/6p1/4q2p/5p2/2pB4/3R1P2/5KP1/4r3 w - - 2 33
IuQFiesy,5r2/ppp2k2/3p2p1/2bPp1Bb/7P/2PP1P1q/P1P5/4RR1K w - - 2 22
swoYrh7K,1r6/1PR5/5k2/8/1R4P1/6K1/8/8 w - - 3 73
xXXHd0D5,r2r2k1/2pN1pp1/pp1b2np/8/8/4B2P/PP3P2/3R1R1K w - - 2 25
Kgn4Tk4p,r2r2k1/4qppp/8/1p6/Q2B2B1/8/1P3PPP/R4RK1 w - - 0 22
Vl54hoXz,6k1/2p2pp1/3p3p/q1nNp3/2p1P3/4QP2/6PP/6K1 w - - 0 32
TiUuX1eA,r3qrk1/pp2bppp/4p3/4N3/1nBPnB2/2P1P2P/5PP1/R2Q1RK1 w - - 1 17
BImCVEhK,5rk1/6pp/3Q4/8/4P3/8/2P3PP/5RK1 w - - 1 42
JHHK4fkp,7k/p5pp/8/8/3p2n1/1B3pPq/PPP2P1P/6RK w - - 2 36
lum1NIsW,r4rk1/1p3qp1/2p2p1p/4pP1P/4R1Q1/p2P2R1/6P1/6K1 w - - 0 30
bqpgmE6f,r4r1k/6pp/p1p5/3pR3/2pq4/5P2/PPQ3PP/R5K1 w - - 0 27
9lGdrqRP,8/8/8/5k2/6qK/8/8/8 w - - 14 92
M9ZxReCs,r4r1k/1pp3pp/2n2b2/p4b1P/2P5/PPK2P1P/3N4/R7 w - - 3 29
viulFwxu,6k1/R2p1pp1/3Bp2p/8/4n3/3b4/3N1PPP/2r2BK1 w - - 3 25
zIH1rtXE,1k3r2/pp5p/6pb/8/3R1r2/2P2K1P/PP6/3R4 w - - 0 28
cEPooFfs,5rk1/5pp1/p3p2p/Q7/8/1p3P1P/6P1/1q5K w - - 0 34
Sfay2hYj,r4r2/1p3pp1/2p3k1/8/8/4R3/1n2KPPP/3q4 w - - 2 33
wytBeWQ0,1k6/1ppn2pp/p7/8/8/5P2/PP4PP/2KR4 w - - 2 26
Z0VzPUPm,2Rr2k1/5p1p/6pB/8/1P6/8/5PPP/b5K1 w - - 2 36
1pBIszeA,1n6/1pk3p1/r1p5/p5B1/8/2N4B/PPP2PPP/2KR3R w - - 2 25
CAEZnTSC,rn3rk1/ppp2ppp/3b4/8/3P4/8/P1P1QPP1/R3RK1q w - - 2 18
JT1xA30W,5rk1/6p1/1R3p1p/p3p3/P5KP/5P1B/4n3/8 w - - 3 45
9UGcuRBe,r1bqkb1r/ppp1ppp1/2n4p/3p2B1/3P2n1/2P2N1P/PP2PPP1/RN1QKB1R w KQkq - 0 6
LSQ4yNeU,rnbqkb1r/pppp1ppp/8/4N3/2n5/5Q2/PPPP1PPP/RNB1K2R w KQkq - 0 6
bRIWbJtD,rnbqk1nr/pppp1ppp/8/8/P4p2/b7/1PPPP1PP/1NBQKBNR w Kkq - 0 4
12DcBBTz,2K5/2q5/3q4/8/2k5/8/8/8 w - - 7 62
aWO9pt5f,r1bq1rk1/pppp1ppp/3b1n2/6B1/2B1P3/2PP1Q2/P4PPP/RN2K2R w KQ - 3 10
yc7suCxP,Q2Q2Q1/8/8/2KQ4/8/7k/8/8 w - - 1 62
FUlxffqd,r1bq2rk/pppp1p2/7p/4pp1Q/2BbP3/3P3P/PPP2PP1/R1B2RK1 w - - 0 13
H9gsFYhd,r1b1kbnN/pppp2pp/8/8/8/8/PPPP1P1n/RNBQKq2 w q - 0 12
rGtqWcGa,4k3/1R6/4Kp2/5P2/4P3/r7/8/8 w - - 4 40
PF4YI3Wq,8/2k5/8/PRpP2N1/2P1P1K1/7P/8/4b3 w - - 1 53
Hy3lYzIY,r1b1kbnN/pppp2pp/8/8/8/8/PPPP1P1n/RNBQKq2 w q - 0 12
lt1H1l3T,2R1Q3/8/p4r2/1p6/5k2/1P1P4/PKP5/3b4 w - - 1 43
3YG6TEsv,1r2k2r/4n1pp/p4P2/8/p2B4/2PQ2Pb/2P2PqP/R3R1K1 w k - 1 23
3Lp89ug3,rnbq1bQ1/ppp1k2p/3p1pp1/6B1/3PP3/8/PPP2PPP/RN2KBNR w KQ - 0 8
u4DfaSGT,rn2r2k/ppppN1pp/8/2b4Q/2B5/8/PPPP1nPP/RNB1K2R w KQ - 2 12
PLfGskds,6k1/1bp2p2/p3p1pR/8/P7/6P1/1P3P1P/3r2K1 w - - 0 26
8YVSZvL8,8/pp6/8/5k2/6N1/1P3K1P/P1PB4/8 w - - 1 41
pAxodq2p,r2q2rk/p3bp2/2pp3p/1p6/3nN1b1/8/PP3PPP/R4R1K w - - 0 24
3HqnPP6h,k7/2Q5/2R5/8/1PB5/5P2/6P1/4K1N1 w - - 5 36
kdUgTD8f,6k1/7p/1qn1b1p1/1p6/1b4P1/3n1P1K/1r5P/6NR w - - 0 33
wW08ojaV,8/p1R2pk1/4p1p1/4P2p/PP1b4/2r5/6PK/8 w - - 0 35
2zk6A7C4,7R/2k2p2/3p4/3P2P1/1p2QP2/1P4K1/8/r1N1q3 w - - 0 47
v0ZdHma3,8/1p3pk1/2n3p1/4p1Pp/1P1p4/2B1K1P1/6P1/8 w - - 0 38
UMTd5diQ,8/5r1p/4p3/p2pP2R/1p2k1P1/1PP3R1/KP5P/4r3 w - - 1 46
MUbiPv7k,2r2r1k/6p1/p6p/8/2p1R3/2P4P/PP2N1PN/R5K1 w - - 0 32
kVBIZUvQ,6k1/p4p1p/1p4p1/4n3/8/2N3P1/7P/r4BK1 w - - 4 33
iu2Vg8fs,rnbqk2r/2p1bppp/pp2pn2/6B1/3PP3/2N2N2/PP2BPPP/R2QK2R w KQkq - 0 9
o1TZ5s9x,r4rk1/1bqnbppp/p7/3B4/3n1P1P/2Q1B1P1/PPP5/1K1R3R w - - 0 19
pmxijIKE,1k1r4/p1p4p/1p5n/2p2p2/5P2/1PN1Bp2/P1P2P1P/2K3R1 w - - 0 28
qkTiU2Ar,3b4/7p/p3R1pk/1p6/7P/8/2r4K/8 w - - 0 37
50NMFgjj,r4r1k/pppqbpp1/2n5/3pP3/3P1BR1/2PB3P/PPQ3P1/RN4K1 w - - 1 18
UQYsVgiH,8/8/8/8/1Q6/8/k1K5/8 w - - 15 73
uThVX3md,2r3k1/5ppp/8/8/1q2r3/KP6/PRP4P/7R w - - 10 29
Ve3oQEp0,8/pp2N1k1/2pp1rp1/2b1p3/4P3/1P1P3b/1PP2PP1/R3QRK1 w - - 0 20
TxSRzTRT,8/8/8/8/k7/p7/1p6/1K6 w - - 0 74
vwLg6LXB,2r5/7R/4Q3/2k5/1p2p2P/1B2P3/1K3P2/8 w - - 3 50
0IHveuCq,6k1/ppp4p/6p1/5p2/2Pn4/1P2q1P1/P4RKP/8 w - - 1 29
TvDlR9tC,8/5ppp/8/8/8/3k2P1/4qKP1/7r w - - 10 56
03NoaOf5,7k/ppp1r2p/3p4/8/3qP3/3b1P2/P5PP/1KRR4 w - - 6 26
nJF0hHw4,3k4/4n3/p3p3/1p1pP2N/1P4B1/P5QP/r1q5/2K5 w - - 0 48
5ItGKfcd,r3qrk1/1p4p1/p1ppb3/5pPQ/4P3/2PBB3/2P5/2K3RR w - - 1 23
jHD7ENiH,r3k3/pp3pp1/2p1pnp1/3p4/3P4/2N1PPq1/PPPK3r/R2Q1R2 w q - 2 17
4bm478zE,6k1/ppp3pp/8/4p1q1/4P3/P1Pr1P1P/1PQ1R1P1/3q3K w - - 0 28
LcYHToKn,6r1/pb3p1p/5k1q/8/8/4rPP1/P5NP/R4RK1 w - - 9 34
ehGFXwLB,6k1/Q5p1/7p/8/P7/6PP/3q1P1K/8 w - - 1 47
ayNGChBy,6r1/1b2pp2/p4k2/2R2P2/3b2p1/3B4/2PB2P1/6K1 w - - 1 40
qD3udL50,8/1p1k4/pQb3pp/5p2/4pP2/P5P1/5q1P/7K w - - 2 40
PsrBfkbV,6k1/p3r1p1/2p4p/3p4/4nB2/3Q4/P1P3PP/4q2K w - - 0 23
217ALwu9,8/4Q1p1/8/5k1p/2B1N2P/6P1/P3K3/8 w - - 3 39
eRRsGs9B,8/8/8/8/7k/8/6p1/7K w - - 0 59
M5bk9E0E,1r3rk1/4nppp/2q5/p2p1b2/2pPpN2/2P1P2P/P3QPP1/R4RK1 w - - 0 23
FbvYoZkc,r2q1k2/pp6/2p1Q2r/3pP3/4n2P/2N1P3/PPP2P2/2KR3R w - - 3 20
WlQbikSp,6k1/1p3rp1/p1nNQ2p/8/P3P3/8/1Pn2bP1/1RB3K1 w - - 0 27
qEyPJPcq,6k1/p7/6P1/1p6/1P6/P7/5K2/2r1q3 w - - 0 37
8i7IrG15,6k1/pp3p2/2p3p1/7p/1P3r2/P2r2PP/5n1K/1R2R3 w - - 1 31
jZg3LqpE,r5r1/pp4k1/2p2pN1/3p1PNP/3P4/2P1P3/PP3P2/2KR3R w - - 1 25
pyIDmiX8,r1bqkb1r/ppp1pppp/5n2/4n3/4p3/2N5/PPPPQPPP/R1B1KB1R w KQkq - 0 6
G20PYxtD,r1b2rk1/1p3pp1/p2q3p/2pP4/2P5/P3PN2/5QPP/R5K1 w - - 0 20
9OtyUKAv,r1b1k2r/ppp1npp1/7p/8/1PBqP3/P6P/5PPK/RNB2R2 w kq - 0 13
dQDIOB43,6k1/pb3p1p/1p3Pp1/5p2/1B6/1P3N2/P1P1BP1P/3r2K1 w - - 0 23
VstqrzmN,r4k2/p6p/3N2p1/1p6/2b2P2/1nP5/P4PPP/1R1R2K1 w - - 0 26
U3SLDwGx,8/2pkb2p/4bn2/3p1pp1/P2P4/2B1P1PP/5PB1/1r4K1 w - - 0 24
CDaHqWz7,r1b1kb1r/ppp1pppp/8/8/2B1n3/3P4/PPP2qPP/R1BQK2R w KQkq - 0 9
BpIz9V5h,8/p1p1rkpp/8/5rp1/8/8/PPP2PPP/2K1R3 w - - 0 24
4AdrWuwX,5k2/1NR1R2p/1p1B4/p7/3P4/8/PP3PPP/6K1 w - - 1 36
TX5ugVRR,3k2r1/1p3Q2/p7/4P3/P2B3p/3PN1rq/1P4P1/2R3K1 w - - 1 32
dn4638uC,2k5/pp6/3P2p1/4p2p/2B1Pr2/P2P3q/1PQ2P2/R4RK1 w - - 0 25
CUEfPrCD,rnbqkb1r/pp1ppppp/8/2pnP3/2P5/8/PP1P1PPP/RNBQKBNR w KQkq - 1 4
ANIwl8cl,r7/pp3Q1p/2b4k/3pN1pr/3P1R2/P1P5/2P2KPq/2R5 w - - 0 25
caGmLwV1,8/8/8/8/8/Kq6/2k5/8 w - - 24 68
4SfPvlK9,rnb1kb1r/ppp2ppp/5n2/4q3/8/3P4/P1PB1PPP/1R1QKB1R w Kkq - 0 10
eYwwzMJW,8/4k3/2R5/1P6/8/P2K4/8/8 w - - 7 50
UoLP0pdu,8/8/8/8/8/1Q2N3/3K1P2/k7 w - - 17 66
5uWXgwzi,2k1r3/1p1r1p1p/8/8/1P6/P7/N1KR2PP/4q3 w - - 0 31
vftHWpQS,8/8/6pp/2k5/8/6bP/7q/7K w - - 4 53
qi6m9VbZ,r2r2k1/pp2Qppp/8/2p1p3/6q1/1PP1Bb2/P5PP/R3R1K1 w - - 0 23
tgePSMBk,6k1/5p2/2p3p1/8/p5BP/4q3/2r1NRK1/8 w - - 0 30
V75vmugI,3R4/p4ppk/1p2b2p/2b1P3/2p1p1P1/4B2P/PPP1BP2/2K5 w - - 1 21
Asw1PZQm,8/8/8/8/8/5kqK/8/8 w - - 14 78
2hBy2eJ2,2k5/ppp1b3/5p2/PP5p/8/3P1b2/6rq/4B1RK w - - 0 29
svP0zGTr,2k4r/pp3Q2/4p3/7p/7R/1P4P1/P1Pr1PK1/8 w - - 1 25
1AavmYZr,k5r1/2Q5/1p3p2/pNp4p/P4P2/8/1P3P1P/R4K2 w - - 2 29
RoLsps2b,8/8/2P5/8/P5k1/8/1P4K1/8 w - - 0 56
UbDUElxP,2r1k2r/5ppp/4p3/2QpP3/3N4/8/P4PPP/3q2K1 w - - 0 24
q5qFT3vV,8/p2k4/2p2K2/2P4p/P7/8/3n1P2/8 w - - 0 36
GffTEAAp,1r4k1/1P1N3p/5Qp1/p2P1p2/8/6q1/6P1/1R2r1K1 w - - 2 38
FFSn9BqV,rn3rk1/pp4p1/4pp2/5bQ1/3P4/1P2B3/6PP/2R1K2R w K - 0 21
UpJDgwFH,2r2rk1/3Q1ppp/3b4/3N4/3P4/8/PP1P1PPq/R1B2RK1 w - - 0 17
kcGdED9V,8/P1P3pk/1B3pn1/7p/4Q2P/6P1/1q1K1P2/8 w - - 3 44
i9NprUbn,rq1k1b1r/p1p2pp1/2Qnp1p1/3pN3/3P1BP1/2P1P2P/PP3P2/RN2K2R w KQ - 3 14
1ZpPcof6,6k1/4bp1p/1pP3p1/p7/P7/3B4/5PPP/4R1K1 w - - 1 26
kVFi8zCG,1r1qk2r/2p2p1p/p1b1p1p1/2PpPnb1/1p1P4/7Q/PPN2PPP/R1B2RK1 w k - 0 15
lLXM414V,8/8/6PN/8/3k4/5P1P/7K/8 w - - 1 45
wa3HvV4P,r2q1rk1/2p2ppp/p2p1b2/2nb4/8/P4P2/1P1N2PP/R1BQ1RK1 w - - 0 17
9EeWsbNC,6nr/BpNR1ppp/p3pk2/8/8/5PP1/P1P1NK1P/3R4 w - - 1 26
oUfijkvB,r1bq4/2pp1kpp/p4n2/1pb1p3/4P3/2NPn2P/PP1K1PP1/R1B4R w - - 0 13
pwbcA0zl,8/6p1/4Bp2/4p3/1b4PP/1pk2P2/p7/2K5 w - - 2 44
raxQU0rh,6k1/5ppp/p3p3/1p2p3/1P2b2P/P5P1/2rr1P2/R4RKN w - - 2 38
dHo5jtV7,r2R1nk1/1p1P1pp1/7p/8/p7/6Pb/6qP/6K1 w - - 1 37
LAO7zlda,8/8/4r1pk/1R2Pr2/8/7P/4R2K/8 w - - 4 47
yYbbjJga,r4rk1/b1pb1pp1/2p4p/N1P1p2P/1P2q3/P3B3/5Q2/R3K1N1 w Q - 1 25
E0IYFH2M,8/4Rpkp/1p4p1/pn1p4/P7/7P/2r2rPK/4N3 w - - 0 37
pxFCsxI1,4r1k1/p3rpp1/1pBb3p/2p5/P7/2P1N1PP/1P3PK1/4RN2 w - - 5 34
PYE7e3w3,8/2k5/p1p5/6rp/KP5R/8/8/8 w - - 17 62
0UAU6MtT,8/R7/4K1pp/5P2/6P1/7k/8/8 w - - 0 63
VcLv1UWk,r5k1/5pp1/2p1p2p/3p4/3P4/3QPP1P/5nPK/4q3 w - - 3 36
6YIyjoWy,r1br1k2/1p2qpn1/p1npp2Q/8/4P3/P1N5/1PP1BPPP/3R1RK1 w - - 5 20
O9e3Nnvb,5k2/1b3ppp/2p2n2/p7/5B2/2N5/PPPr1PPP/4R1K1 w - - 2 20
QBhcLkqF,8/8/n2K4/1kp5/1p2r3/3R3R/8/8 w - - 4 56
rLWGpnk3,r3r1k1/p1R3p1/8/p2pP3/1P1P2p1/R2B2Qb/3N2P1/6K1 w - - 0 27
yVWSQ1jj,8/1p1R4/4r1p1/4p1kp/1P6/8/5P1P/6K1 w - - 0 44
BcwnHz3b,2krQ3/1pp3q1/p2p4/P5Pp/3P4/5N2/5PP1/1R3RK1 w - - 1 26
XqiCVCV2,1r5k/5bp1/1P1Q3p/p7/P7/3P4/1R3PPP/4R1K1 w - - 1 32
1W7FWOD1,6k1/3Q4/6K1/8/4P3/8/8/8 w - - 13 61
VAcwCILy,r3nkr1/p3qNpn/4p2p/2PpN3/1P1P4/4P2P/5PP1/R2QK2R w KQ - 1 19
n0YNfSbE,6k1/5pp1/2B4p/4n3/p2N4/P1PK3P/1r6/8 w - - 4 42
xryqeo3m,8/8/2K5/8/8/5k2/6p1/5r2 w - - 0 65
zxlIFVRM,3Rnk2/6b1/1p1Np2p/p3P1p1/P1p2r2/qP2QN1P/5PP1/6K1 w - - 0 29
PCqwEzd9,6k1/p4p1p/6p1/2b5/8/P5P1/5P1P/2R3K1 w - - 0 31
el7m5tNt,3r4/2k4p/2p2pnP/1pB1pN2/1p2P3/2P2P2/P1K2P2/6R1 w - - 0 38
XdJ5hQQh,8/6k1/1p1p2P1/p1p1b2n/2PpP2P/1P1P4/P7/5K2 w - - 1 33
cmxoLJVH,3qr2k/1p4p1/2p2bQp/8/5B2/1P6/2P2PPP/5RK1 w - - 3 31
EZfnd5ka,4r1k1/1N3n1p/6pP/pR6/P3P3/8/1PP5/1K6 w - - 1 47
r2oWdapQ,r2r2k1/pp3ppp/4p3/3qn3/3p3P/P5P1/1PPBQP2/2R2RK1 w - - 4 23
fGu3oDwW,3k4/8/p2p1p2/3P3p/1P2P2P/2q2PK1/8/8 w - - 0 47
44FvhS2j,8/b1q1r1k1/7p/6p1/5p2/1B3NQP/P5P1/3R3K w - - 0 47
8nHOVQF6,8/5kpp/8/1r2pN2/4P3/1p3P1P/1K4P1/8 w - - 8 48
qmgBZIYJ,5k2/pp3ppp/8/4B3/4P3/2n2P2/2r3PP/5Q1K w - - 0 29
wEjmMabt,r4knr/1pp3p1/1pnp4/4p1N1/4P1q1/1QP5/PP3P2/R4RK1 w - - 1 17
5y5Cjkej,3b4/8/2p1p1kn/1pNpP1pN/3P2P1/2P2r2/8/2R3K1 w - - 0 45
4Za5ti33,1r6/p4k2/2RB4/3pPp1p/2pP1PnP/6P1/P3K3/8 w - - 8 39
VRiPB8ap,r1b1r3/1p2ppbk/p1n3pp/3q4/8/P1P2N1P/1PB2PP1/R1BQR1K1 w - - 2 16
yib185CP,3r1nk1/1p3r2/pb2bB1p/3p4/1P6/P5N1/2B2PPP/3R1RK1 w - - 1 30
wVL70DHa,5k2/8/5NPK/8/8/8/8/8 w - - 7 70
IDFzxPkd,r1b2rk1/pp1nqppp/2p1p3/4P3/1PBP4/P1n2N2/5PPP/R2Q1RK1 w - - 0 14
Hd6v1a5z,6k1/7p/5pp1/8/4rBP1/Pr5P/3K1P2/8 w - - 0 47
AYnIjKyu,B6k/2p2pp1/p7/8/3p1P2/6P1/P1r2q1P/1R4KR w - - 3 31
gJdKkGrL,5k2/N4ppp/1p2r3/2p5/4K3/5P2/PnP2P1P/4R3 w - - 1 31
hCT7kEBW,8/3k4/pp2pp1r/1Pbp4/P1pK1PP1/2P1PN2/8/5R2 w - - 2 36
Ze8jNa11,8/4Q1p1/6Pp/3r3k/8/2Pr2q1/P4RB1/6K1 w - - 7 38
jkA9jIQH,rn1qk2r/pp1b1ppp/4p3/2p1N1P1/P1BPp3/8/2P1nP1P/R1B1K2R w KQkq - 0 13
SJPQiiuu,1k5r/1pp2p2/1P3np1/p2p4/3P4/2P3PK/P4q2/1R6 w - - 2 32
VZ1SuDXc,5rk1/ppp2ppp/8/2B5/2P2n2/P1Qr1P1q/P4P1P/R5RK w - - 9 20
UryOJ0bg,6k1/2qp3p/pp2p3/5pB1/N1Pp2bK/1P3Pb1/P7/R4R2 w - - 1 27
KJst3X08,8/5r2/8/p7/P1K5/6k1/8/7q w - - 0 63
VVUGZmXi,r3r2k/p2qNppp/8/2p2b2/1p6/3P1Q1P/PbP2PP1/R3RBK1 w - - 2 18
yWF7OTID,r1b2rk1/pp4p1/2p1p1p1/2npPq2/6QN/2N5/PPP2PPP/R3R1K1 w - - 10 17
TmcT9dH5,4r1k1/1pB3pp/p7/7q/8/1N2n1Pb/PP3QP1/6RK w - - 5 25
QxtJVKd2,4r3/b2RNpk1/p1b4p/1p4p1/8/P1P3PP/1P3n1K/5R2 w - - 0 31
92WLZW1n,8/8/1pR4r/1Pp3k1/8/K7/P6p/8 w - - 0 54
NX4pLrYr,6k1/pp5p/2p3p1/3pP3/3Pq1b1/2P5/PP4RP/5R1K w - - 0 28
3BXegkU1,4k1r1/2R1b3/4p3/8/4NP1p/1P1P3P/r3b1PK/2R5 w - - 0 35
7MZ6YxJw,k7/2B5/1K2B3/1PP5/8/8/8/6b1 w - - 5 69
5XmQAki6,5Q2/2q4k/1p2R1pp/p6P/8/6P1/PP3P2/4R1K1 w - - 0 30
j71jhVzv,r3Q3/ppk4p/2p3r1/PP1p1p2/3q4/5P2/6PK/R6R w - - 9 43
QmX0nXuk,4Q3/5K2/k1p5/2P2p2/5P2/6r1/8/1R6 w - - 3 52
dlEPm7mH,r2q1rk1/p4pp1/npNbbn1p/3p4/1P6/PN4P1/1B2PPBP/2RQ1RK1 w - - 2 17
0FFD0bi0,8/8/pK2k3/1p6/8/2P5/PP6/8 w - - 3 57
E5v7brrU,r6k/1pp3pp/p1n2bb1/4q3/1P3p2/PBPp1Q2/1K1NrP1P/3R3R w - - 7 24
3CVtIai5,r7/1ppk1p2/p2p4/3PR2p/1PP1pQ1q/P3P3/6R1/2B3Kr w - - 3 27
XuE3LprK,8/8/8/3p4/3Np3/6k1/5p1n/4K3 w - - 0 74
K1FdPQq3,8/R4p2/P4k2/3b4/8/8/r6p/7K w - - 2 53
KnIWlMmp,8/5k2/1R3P2/1p2P1Kp/p6P/P1P5/4b3/8 w - - 1 49
y12i0QRj,8/pppk1p1r/2n5/5N2/1P4N1/P3P3/1B1P1PK1/R7 w - - 3 28
WrZLLrdO,8/4Qpkp/p3pNp1/P7/8/6PP/5q2/3r3K w - - 0 43
Z3riOutq,r5k1/pp2b1r1/4p1P1/1P1pPq2/P4P2/4P1Q1/5K1R/3q1N2 w - - 1 31
Wa5CFBch,1b5k/1q4pp/p7/1p2p3/1P5P/P2QP1P1/3N1P2/6K1 w - - 0 29
J1bHYMO0,8/5pkp/6p1/4p3/4P3/1p5P/p1bK2P1/2N5 w - - 0 37
I4ySUx2a,4R3/6pk/1p2p3/4N1Pp/2PnP2P/K2P4/7r/8 w - - 1 35
78OMR0z0,4k3/8/4K3/2R5/6n1/8/8/8 w - - 21 74
yLIhtabo,rr4k1/5b2/7p/6p1/1P6/7P/6K1/8 w - - 1 44
Ah7Y48F0,8/8/8/8/8/6K1/3Q4/5k2 w - - 17 75
sahV45XD,r1b1r1k1/pp3pbp/1q4p1/3p4/2PNn3/BP2PN2/P2Q2PP/R4RK1 w - - 7 19
86ms4KyF,rr4k1/pN3ppp/2n1p3/4P3/3p1P2/P7/3N2PP/1R3n1K w - - 0 21
tN8s2MaA,3N3k/7p/1pp3p1/2b5/2P3B1/6n1/r7/3R2K1 w - - 4 31
55heNi3A,8/8/8/8/8/1KR2rk1/8/6q1 w - - 4 70
ZxTd2g8k,8/8/4k3/1P4P1/4p3/1r2N1K1/5P2/5B2 w - - 1 56
J6SEql48,7k/8/R6K/7P/8/8/p7/r7 w - - 1 54
OVzMq1qR,r1b2rk1/1p2ppbp/p1npN1p1/8/2P1PP2/4B1Q1/Pq4PP/2KR1B1R w - - 0 15
HpKRLXrA,5rk1/Q3pp2/2Bp2p1/2pP3p/2PB1Pn1/6PK/P6r/8 w - - 0 33
YopBjBqM,8/2P5/bB2p3/3p4/3Pk3/1p5r/1R6/2K5 w - - 21 70
87e1IoGQ,8/pR6/7k/4b1p1/1P4P1/P2Q1BKP/1q6/4r3 w - - 11 42
W3yZ2pi1,8/4k1p1/7p/1p3p2/1Nb1p3/P1P1b1P1/1KB1r3/8 w - - 2 40
EXhkuToS,5r2/4b2p/Qp4k1/3p2p1/3P4/PP4P1/1B3q1P/2R3K1 w - - 11 36
WtUVQjjM,r1bq1rk1/pp1pn1b1/2n1pp2/2p3N1/2B1P3/2PP3Q/PP3PPP/RN2K2R w KQ - 0 12
AKGvlgYJ,3q2nr/3k3p/p2b1pp1/3Q4/4Pp2/5N2/PP3PPP/3R2K1 w - - 0 23
Ugqp5if2,2k5/P4R2/4PB2/5K2/8/2B1P3/1P6/8 w - - 3 59
Osax20Ky,2bn4/R4pk1/1P4p1/3p4/3P2P1/3BKP2/8/8 w - - 1 56
lGkdpXhK,2k5/3R4/3K4/8/8/8/8/8 w - - 7 75
wqvJGg6Y,6k1/1p3p2/3N2p1/p2P4/P1P4q/1P4K1/5R1r/8 w - - 4 48
EzsQ3wUN,2r4k/1pp2R2/p4N2/n3p3/4P3/1B6/PPP2P1p/2KR4 w - - 3 24
GX1wKavw,4k3/1Q2b3/3p4/2pPp1pp/4Pp2/2N2P1P/6P1/6K1 w - - 3 58
IuSyVXRP,4R3/2k5/8/3Q4/8/2N5/2K4P/7B w - - 7 49
PfSPuXWB,1r1r4/pBk1b1pp/7n/2p1pP2/8/P1P2Q2/1P3PPP/RN2K2R w KQ - 1 16
XoYJeiMM,r2qkbnr/ppp3pp/3p1p2/4p3/2B1P3/2NPQ2P/PPn2PP1/R1B1K2R w KQkq - 0 9
yLIJ1iyb,6k1/4np1p/2pr2p1/1B6/8/4P3/b4PPP/R5K1 w - - 0 23
IdLtnMSr,8/1p3ppp/1p1k4/3p1n2/3P4/7P/3r1PP1/2R3K1 w - - 0 28
jVg6I7ln,2k3r1/1p1b4/p1p1ppNp/nP1p4/P2P4/2NB4/2P2PPP/R4RK1 w - - 3 22
FBDzyVF9,3r1rk1/pp2pp1p/5np1/q7/2PQ1Pb1/8/PP3KPP/3R1B1R w - - 3 18
99WIHFGT,8/8/1kp1K2p/6b1/6P1/8/8/1q2q3 w - - 2 62
IwZxp7dg,r5k1/p1q2p1p/1pp1pQpB/8/8/3b2PP/P3rP1K/8 w - - 2 26
ZP5ZQVcC,8/1r3pk1/1P3p1p/4p3/6P1/5P2/4K2P/8 w - - 1 32
